,empty_cavity_test_08-11-2021_08h56,empty_cavity_test_08-11-2021_08h56,empty_cavity_test_08-11-2021_08h57,empty_cavity_test_08-11-2021_08h57,empty_cavity_test_08-11-2021_08h57,empty_cavity_test_08-11-2021_08h58,empty_cavity_test_08-11-2021_08h58,empty_cavity_test_08-11-2021_08h58,empty_cavity_test_08-11-2021_08h59,empty_cavity_test_08-11-2021_08h59,empty_cavity_test_08-11-2021_08h59,empty_cavity_test_08-11-2021_09h00,empty_cavity_test_08-11-2021_09h00,empty_cavity_test_08-11-2021_09h00,empty_cavity_test_08-11-2021_09h01,empty_cavity_test_08-11-2021_09h01,empty_cavity_test_08-11-2021_09h01,empty_cavity_test_08-11-2021_09h02,empty_cavity_test_08-11-2021_09h02,empty_cavity_test_08-11-2021_09h02,empty_cavity_test_08-11-2021_09h02,empty_cavity_test_08-11-2021_09h03,empty_cavity_test_08-11-2021_09h03,empty_cavity_test_08-11-2021_09h03,empty_cavity_test_08-11-2021_09h04,empty_cavity_test_08-11-2021_09h04,empty_cavity_test_08-11-2021_09h04,empty_cavity_test_08-11-2021_09h05,empty_cavity_test_08-11-2021_09h05,empty_cavity_test_08-11-2021_09h05,empty_cavity_test_08-11-2021_09h06,empty_cavity_test_08-11-2021_09h06,empty_cavity_test_08-11-2021_09h06,empty_cavity_test_08-11-2021_09h07,empty_cavity_test_08-11-2021_09h07,empty_cavity_test_08-11-2021_09h07,empty_cavity_test_08-11-2021_09h08,empty_cavity_test_08-11-2021_09h08,empty_cavity_test_08-11-2021_09h08,empty_cavity_test_08-11-2021_09h09,empty_cavity_test_08-11-2021_09h09,empty_cavity_test_08-11-2021_09h09,empty_cavity_test_08-11-2021_09h10,empty_cavity_test_08-11-2021_09h10,empty_cavity_test_08-11-2021_09h10,empty_cavity_test_08-11-2021_09h10,empty_cavity_test_08-11-2021_09h11,empty_cavity_test_08-11-2021_09h11,empty_cavity_test_08-11-2021_09h11,empty_cavity_test_08-11-2021_09h12,empty_cavity_test_08-11-2021_09h12,empty_cavity_test_08-11-2021_09h12,empty_cavity_test_08-11-2021_09h13,empty_cavity_test_08-11-2021_09h13,empty_cavity_test_08-11-2021_09h13,empty_cavity_test_08-11-2021_09h14,empty_cavity_test_08-11-2021_09h14,empty_cavity_test_08-11-2021_09h14,empty_cavity_test_08-11-2021_09h15,empty_cavity_test_08-11-2021_09h15,empty_cavity_test_08-11-2021_09h15,empty_cavity_test_08-11-2021_09h16,empty_cavity_test_08-11-2021_09h16,empty_cavity_test_08-11-2021_09h16,empty_cavity_test_08-11-2021_09h16,empty_cavity_test_08-11-2021_09h17,empty_cavity_test_08-11-2021_09h17,empty_cavity_test_08-11-2021_09h17,empty_cavity_test_08-11-2021_09h18,empty_cavity_test_08-11-2021_09h18,empty_cavity_test_08-11-2021_09h18,empty_cavity_test_08-11-2021_09h19,empty_cavity_test_08-11-2021_09h19,empty_cavity_test_08-11-2021_09h19,
6900.992,0.9459573,0.9451589,0.945299,0.9447909,0.9459178,0.9461239,0.9444739,0.9458088,0.945093,0.9442892,0.9441419,0.9443141,0.9437302,0.9449378,0.9449285,0.9447123,0.9433623,0.9422365,0.9431201,0.943285,0.9438561,0.9443055,0.9423165,0.942798,0.9418506,0.9422324,0.9423906,0.9428694,0.9410288,0.9431674,0.9417685,0.9419874,0.9418616,0.9413903,0.9411747,0.9419488,0.9420455,0.9421328,0.9412514,0.9412398,0.9411672,0.9402009,0.9392164,0.9404864,0.9391395,0.9401482,0.9404558,0.9395879,0.9396032,0.9393201,0.9400479,0.9402577,0.9395541,0.9398122,0.9393847,0.9386419,0.9393573,0.938719,0.9381843,0.9380961,0.9390734,0.937396,0.9371977,0.9385266,0.9384659,0.9385291,0.9375481,0.9376406,0.9379495,0.9368269,0.9373845,0.9382032,0.9381831,0.9374078,
6897.134,0.9416941,0.9406207,0.9410263,0.940326,0.941226,0.941058,0.9397228,0.9400686,0.9400014,0.9396408,0.9395001,0.9393899,0.9392204,0.9395444,0.9392192,0.9391413,0.9384263,0.9370169,0.9373102,0.938039,0.9381896,0.9383215,0.9376314,0.9366513,0.9367176,0.9361545,0.9365386,0.9376417,0.9351023,0.9368342,0.9356714,0.9359207,0.9358936,0.9353513,0.9351653,0.9360774,0.9356458,0.9351286,0.9355359,0.9349952,0.9347522,0.9335102,0.9329577,0.9340737,0.9327146,0.9331751,0.9337634,0.9335633,0.9328611,0.9324311,0.9335707,0.9332277,0.9323849,0.933149,0.9321569,0.931924,0.9322081,0.9319559,0.9312087,0.9308079,0.9320638,0.9302931,0.9305697,0.9315627,0.9303755,0.9307807,0.9305023,0.9305234,0.9304076,0.9294518,0.9302442,0.9307711,0.9307708,0.9296838,
6893.277,0.9358415,0.9344199,0.9348901,0.9343083,0.9344055,0.934261,0.9334727,0.9328825,0.9336,0.933592,0.9329358,0.9321654,0.9334018,0.9324862,0.9317116,0.9318556,0.9317865,0.9302407,0.9304708,0.9307975,0.9311442,0.9306968,0.9307566,0.9291133,0.9296092,0.928345,0.9289418,0.9300694,0.9275699,0.9284061,0.9276913,0.9279372,0.9279594,0.9283,0.9275758,0.9280654,0.9279077,0.9262229,0.9279249,0.9268155,0.926681,0.9252778,0.9252536,0.9261485,0.9252094,0.9245846,0.9252282,0.9255008,0.9250795,0.9246235,0.9252442,0.9244057,0.9239366,0.9242392,0.9239967,0.923446,0.9233069,0.9236172,0.9224488,0.9221547,0.9233323,0.922137,0.9224598,0.9228278,0.921602,0.9217307,0.9218578,0.9217112,0.9219034,0.9205629,0.9217085,0.9213993,0.9215528,0.9203436,
6889.420,0.9279697,0.9268222,0.9269729,0.9266515,0.9263013,0.9262906,0.925357,0.9252389,0.9258718,0.9256378,0.9249411,0.9234657,0.9256676,0.9237139,0.9229665,0.9234608,0.9230679,0.921919,0.9225265,0.9221814,0.922402,0.9218335,0.9220091,0.9205226,0.9206754,0.919643,0.9202889,0.9205418,0.9187725,0.9191343,0.918695,0.9184754,0.9189338,0.9195888,0.9185034,0.9185804,0.9187073,0.9163839,0.9185827,0.9171958,0.9170686,0.915841,0.916055,0.916262,0.9165982,0.9149504,0.9158135,0.9158449,0.9159849,0.9153449,0.9151735,0.9142617,0.9143438,0.9140074,0.9148048,0.9137124,0.9130197,0.9136919,0.9127814,0.9128431,0.9136528,0.9128116,0.9126722,0.9128159,0.912312,0.9116154,0.9121777,0.9115832,0.9121504,0.9106222,0.911818,0.9106485,0.9111707,0.9096313,
6885.562,0.918224,0.9177535,0.9177723,0.9175157,0.917538,0.9169365,0.9156051,0.9164121,0.9166613,0.9159727,0.9154572,0.9139051,0.9155169,0.9134359,0.9129853,0.9136758,0.9125912,0.9123397,0.9127899,0.912404,0.9118806,0.9118369,0.9118899,0.9105054,0.9104469,0.9101366,0.910426,0.9098337,0.9090806,0.9093421,0.9091319,0.9081245,0.9090168,0.9091598,0.9080698,0.9082114,0.9078597,0.9061266,0.9078108,0.9062153,0.9061233,0.9055141,0.9055684,0.9049709,0.906319,0.904522,0.9055244,0.9053344,0.9053888,0.9043527,0.9039907,0.903677,0.903418,0.9032798,0.9040826,0.902833,0.9018631,0.9026242,0.902404,0.9025016,0.9033129,0.9019893,0.9014844,0.9016533,0.9017317,0.9005122,0.9012665,0.9005142,0.9008626,0.8999256,0.9008491,0.8995643,0.900137,0.8981286,
6881.705,0.9072382,0.9069727,0.9075736,0.9070958,0.907358,0.9061034,0.9047531,0.9055378,0.906026,0.9052391,0.9043989,0.9033809,0.9037904,0.9021558,0.9020845,0.9024002,0.9009888,0.9014919,0.9013753,0.9014317,0.9004303,0.9005916,0.9004405,0.899131,0.8995245,0.8994508,0.899332,0.8984246,0.8982473,0.898322,0.8982041,0.897209,0.8976553,0.8975772,0.8966494,0.8969431,0.8960873,0.8950753,0.8961101,0.8941214,0.8945169,0.8941721,0.8942638,0.8934697,0.8945006,0.8934776,0.8940964,0.8939273,0.8936685,0.8925272,0.8922692,0.8926221,0.8916817,0.8921376,0.8920885,0.8911248,0.8900595,0.8906918,0.891175,0.8905942,0.8919178,0.8900509,0.889484,0.8896062,0.8897327,0.8886514,0.8889672,0.8887618,0.889037,0.8885847,0.8890256,0.8880831,0.8883522,0.8863661,
6877.847,0.8955783,0.8950333,0.8962513,0.8955696,0.8954113,0.8941548,0.8932615,0.8934337,0.8942305,0.8934442,0.8924904,0.8915893,0.891615,0.8903887,0.8907679,0.8903536,0.8891999,0.8894724,0.8891622,0.8894909,0.8885196,0.8881676,0.8879558,0.8869548,0.8880578,0.8874186,0.8873528,0.8865318,0.8862338,0.8860673,0.8856402,0.8858848,0.885222,0.8851607,0.8843036,0.8844151,0.8838336,0.883186,0.8835197,0.881557,0.8826973,0.8816785,0.8824095,0.8818422,0.8818645,0.88185,0.8818703,0.8814898,0.8810853,0.8805202,0.8801275,0.8804261,0.8798292,0.8799955,0.8795245,0.87883,0.877787,0.8782095,0.8790072,0.877592,0.8791285,0.8774088,0.8769298,0.8770931,0.8769383,0.876249,0.875926,0.8763212,0.8771098,0.8767141,0.8765171,0.8754377,0.8756959,0.8743343,
6873.990,0.8837571,0.8827237,0.8837755,0.8833686,0.8825625,0.881644,0.8814395,0.8813405,0.881833,0.8807707,0.8802894,0.8790966,0.879086,0.8785681,0.8788255,0.8781078,0.8776432,0.8769714,0.8766842,0.8767578,0.876093,0.8753417,0.8752388,0.8746187,0.8760815,0.8743348,0.8743755,0.8742027,0.8736752,0.873269,0.8726068,0.8740173,0.8723933,0.8723859,0.8712094,0.8713115,0.8711581,0.8709126,0.8701966,0.8688499,0.8703735,0.8687267,0.8698846,0.8695885,0.8689743,0.8694129,0.8693569,0.8684338,0.8679694,0.8682781,0.8675619,0.8673356,0.867478,0.8670043,0.8667482,0.8661612,0.865369,0.8654442,0.8661163,0.8646134,0.8656381,0.8647974,0.8638854,0.8645681,0.8640057,0.8635368,0.86288,0.8634465,0.8644232,0.864301,0.8635754,0.8620461,0.8627811,0.8617877,
6870.132,0.8714833,0.870132,0.8707346,0.8707711,0.8692906,0.8689518,0.8692045,0.8690468,0.8690648,0.8679813,0.8675784,0.866693,0.8661104,0.8663348,0.8658668,0.8654745,0.8654269,0.8643607,0.8639517,0.8633811,0.8633687,0.8627424,0.862624,0.8622657,0.8634637,0.860957,0.8608045,0.8614181,0.8609846,0.8603387,0.860028,0.8611114,0.8592867,0.8594958,0.8582257,0.8584661,0.8584285,0.8584683,0.8568962,0.8563128,0.857205,0.8559288,0.8567148,0.8568574,0.8560244,0.8564155,0.8564806,0.8552377,0.8548413,0.8554705,0.8547403,0.8541351,0.8544157,0.8539987,0.8537956,0.8534277,0.8528805,0.8523026,0.8530256,0.8519275,0.8522148,0.8525103,0.8505796,0.8522397,0.8512641,0.8505824,0.8500997,0.8505534,0.8510442,0.8514201,0.850516,0.8489779,0.8500087,0.8486923,
6866.275,0.8581563,0.857349,0.857738,0.8577728,0.8557332,0.8560801,0.8565246,0.8558363,0.8558597,0.8552067,0.8543056,0.8540479,0.8529175,0.8532988,0.8523628,0.8521292,0.8521037,0.8515563,0.8510683,0.8500729,0.8505765,0.8502221,0.8498262,0.8494075,0.8501173,0.8476463,0.8476412,0.8482835,0.8480833,0.8473391,0.8474104,0.8475788,0.8460977,0.8463944,0.8454856,0.8455963,0.8457033,0.8457907,0.8439329,0.8439744,0.8438003,0.8432708,0.8433858,0.8440344,0.8429715,0.843451,0.8431731,0.8420892,0.8418193,0.842361,0.8419172,0.8412642,0.8412976,0.8412321,0.840961,0.8404743,0.8403106,0.8392022,0.8401269,0.8390959,0.8389246,0.8398973,0.837496,0.8397484,0.8387153,0.8375334,0.8376538,0.837676,0.837779,0.838363,0.8377355,0.8364635,0.8371096,0.8356084,
6862.417,0.8444352,0.8447195,0.8447608,0.8445417,0.8424373,0.8432389,0.8436107,0.8421822,0.8424187,0.8423398,0.8411759,0.8407503,0.8398049,0.8401946,0.8391744,0.838496,0.8387402,0.8388023,0.8382964,0.837321,0.837653,0.8375087,0.8366694,0.8362414,0.8367157,0.8345411,0.835025,0.8351767,0.83509,0.834301,0.8343889,0.8344324,0.8333645,0.8334643,0.83262,0.8327151,0.8328189,0.8328364,0.8310739,0.8313369,0.8309199,0.8307372,0.830415,0.8312656,0.8301048,0.8305147,0.8300067,0.8290715,0.8288903,0.829772,0.8291304,0.8287976,0.8283142,0.8286785,0.8284247,0.827347,0.827749,0.8270144,0.8275909,0.8264257,0.82599,0.8268677,0.825297,0.8269267,0.8263118,0.8250206,0.8254243,0.8247754,0.8250793,0.825465,0.8251647,0.8241055,0.8242557,0.8230534,
6858.560,0.8312651,0.8322996,0.8317546,0.8314177,0.8297316,0.8308519,0.830701,0.8291292,0.829234,0.8296947,0.8286396,0.8275468,0.8271531,0.8274971,0.8265844,0.8256409,0.8261436,0.8263572,0.8257097,0.8250386,0.8248653,0.824825,0.8236441,0.8235721,0.8238283,0.8220952,0.8227643,0.8226989,0.8224555,0.8214951,0.8217708,0.8217206,0.8212804,0.8211763,0.82016,0.8204201,0.8203779,0.8200115,0.8185036,0.8185899,0.818602,0.8184349,0.8182084,0.8187078,0.8179445,0.8176255,0.8176945,0.8165552,0.816299,0.8177824,0.8165727,0.816747,0.8156129,0.8164684,0.8159908,0.8148065,0.8154199,0.8157197,0.8154221,0.8145143,0.8139085,0.8140441,0.8139696,0.8143005,0.8141543,0.8134246,0.8132482,0.8122818,0.812968,0.8130133,0.8125815,0.8119541,0.812105,0.8109884,
6854.702,0.8186428,0.8197836,0.8188761,0.8185925,0.8175399,0.8186449,0.8181778,0.8169699,0.8166313,0.8173351,0.8163396,0.8151818,0.8150803,0.8148854,0.8143392,0.813749,0.8140679,0.8140361,0.8133005,0.8130994,0.8126579,0.8125364,0.8115623,0.8114794,0.8114892,0.8103334,0.8108994,0.8108855,0.8103777,0.8092937,0.8100219,0.8092604,0.8095071,0.8094515,0.808558,0.8086441,0.808933,0.8077673,0.8068129,0.8064912,0.8068116,0.8064151,0.8068213,0.8066329,0.8063926,0.8055083,0.8062821,0.8050067,0.8046146,0.8059405,0.8047301,0.8051226,0.8037879,0.8046947,0.803838,0.803283,0.8035823,0.8044791,0.8035177,0.8031945,0.8026986,0.8019493,0.8027479,0.8023108,0.8024071,0.8023708,0.8013664,0.8008623,0.8014297,0.8011392,0.8007743,0.8005763,0.8006968,0.7994746,
6850.845,0.8065881,0.8073742,0.8062997,0.8063554,0.8058968,0.806452,0.806151,0.8054627,0.8048115,0.805323,0.8043169,0.8035476,0.8035802,0.8026572,0.8026024,0.8022181,0.8023179,0.8019742,0.8013222,0.8014798,0.8010267,0.8007632,0.8004773,0.7999277,0.7999113,0.7990902,0.7994024,0.7994296,0.7989073,0.7979191,0.7989281,0.7976281,0.7981016,0.7981279,0.7975978,0.7972776,0.7979691,0.7964432,0.7961154,0.7953176,0.7958065,0.7949482,0.7958652,0.7953448,0.7951751,0.7944763,0.7954641,0.7944199,0.7940992,0.7944717,0.7938564,0.7939615,0.793069,0.7935695,0.7926353,0.7926238,0.7925717,0.793161,0.7922763,0.7923197,0.7922599,0.7910308,0.7916743,0.7911496,0.7912422,0.7916499,0.7903242,0.7906078,0.7907447,0.7900053,0.7903665,0.7901745,0.7896637,0.7887626,
6846.988,0.7955276,0.7959504,0.7946222,0.7952302,0.7948897,0.7948878,0.794605,0.794618,0.793923,0.7939859,0.7932665,0.7925934,0.792825,0.7914623,0.7919144,0.7912704,0.7911946,0.790683,0.7902988,0.7904789,0.7900221,0.7898843,0.7899173,0.7894056,0.7893615,0.7887025,0.7886112,0.7886296,0.7882867,0.7875113,0.7885802,0.7872449,0.7875265,0.7875316,0.7871635,0.78675,0.7872876,0.7863247,0.7861007,0.7851597,0.785723,0.7846179,0.7854269,0.7850049,0.7846146,0.7842299,0.7852702,0.7845591,0.7843213,0.7839155,0.7840796,0.7836339,0.7833644,0.7835803,0.7827867,0.7828528,0.7828176,0.7826098,0.7822624,0.7823806,0.782572,0.7814796,0.7814772,0.7812772,0.7810255,0.7816969,0.7803565,0.7811387,0.7810889,0.7799835,0.7807916,0.7806993,0.7793947,0.77921,
6843.130,0.7855047,0.7858176,0.7843603,0.785208,0.7846487,0.7844898,0.7842795,0.7845967,0.7839649,0.7835401,0.7833608,0.78261,0.7827663,0.7815709,0.7822019,0.7814738,0.7811991,0.7806515,0.7804459,0.7806183,0.7800866,0.7802094,0.7800414,0.7799343,0.7798774,0.7794372,0.7789718,0.7790632,0.7787818,0.7780951,0.7791594,0.7779431,0.7779554,0.7780281,0.7773337,0.7773376,0.777689,0.7772974,0.776797,0.7762387,0.7765484,0.7757317,0.7761482,0.7756665,0.7751338,0.7749581,0.7758743,0.7754223,0.7752676,0.7745154,0.7754965,0.7745861,0.7746358,0.7749878,0.7741724,0.7741471,0.7743851,0.7734678,0.773482,0.7735476,0.7735113,0.7729588,0.7726124,0.7728706,0.7721668,0.7728471,0.7716744,0.7724388,0.7724488,0.7714804,0.7718678,0.7724142,0.7707387,0.7709969,
6839.273,0.7763018,0.7766762,0.775364,0.7759811,0.7753775,0.7754495,0.7755123,0.7755086,0.7749791,0.7742482,0.7742785,0.7736279,0.7734657,0.7730067,0.7732654,0.7728928,0.7724765,0.7721626,0.7715068,0.7721672,0.7715054,0.771586,0.771345,0.7711901,0.7713405,0.7711479,0.7706078,0.7708192,0.7704988,0.7696547,0.7706143,0.7695873,0.7694814,0.7695485,0.7684873,0.7690727,0.7694507,0.7691512,0.7684864,0.7684789,0.768383,0.7679985,0.7682403,0.7675403,0.7669573,0.7669421,0.7676095,0.7672064,0.7674072,0.7664419,0.7677863,0.7668042,0.7668594,0.7674347,0.7665279,0.7665685,0.7669652,0.765783,0.765817,0.7656137,0.7655429,0.7652531,0.7652584,0.7656303,0.7648352,0.7651633,0.7645214,0.7647684,0.7650213,0.7644396,0.7641861,0.7652414,0.7637115,0.7638319,
6835.415,0.7680278,0.7685332,0.7674665,0.7678356,0.7672921,0.767626,0.7676294,0.7675878,0.7669968,0.7663341,0.7661455,0.7657224,0.7656077,0.7654736,0.765498,0.7655003,0.7648573,0.7648509,0.7636355,0.7649806,0.7641902,0.7642671,0.7639535,0.7633376,0.7638146,0.7638012,0.7636572,0.763583,0.7632661,0.7624117,0.7631555,0.7623592,0.7622961,0.7623051,0.7612929,0.7620138,0.7621949,0.761956,0.7614614,0.7617361,0.7613777,0.7611926,0.7615091,0.7609033,0.7603032,0.7602853,0.7607909,0.7602711,0.7608017,0.7597476,0.7606789,0.7601778,0.7601629,0.7604955,0.7598869,0.7600838,0.7603162,0.7594605,0.7593429,0.7589556,0.7592309,0.758853,0.7591262,0.7594316,0.7589567,0.7588711,0.7585294,0.75848,0.7588438,0.7583986,0.7580723,0.758813,0.7577645,0.757828,
6831.558,0.7607802,0.7615055,0.7607197,0.7610482,0.7605706,0.7607369,0.7605422,0.7608839,0.7601432,0.7597587,0.7593637,0.7592788,0.759585,0.7588181,0.7592713,0.7592224,0.7585231,0.7584867,0.7574192,0.7587913,0.757958,0.7584134,0.7578228,0.7568382,0.757686,0.7575879,0.7579048,0.7572743,0.7569559,0.7564589,0.7572064,0.7565381,0.7564241,0.7567888,0.7559246,0.7562493,0.7560591,0.7560204,0.7558712,0.7562621,0.7556879,0.7557108,0.7559425,0.7557479,0.755214,0.755143,0.7554129,0.7549453,0.7552305,0.7544831,0.7547131,0.7548098,0.7549073,0.7544384,0.7546094,0.7547692,0.7547188,0.7543319,0.7544091,0.7539946,0.7542506,0.7541305,0.7540522,0.7542358,0.7542246,0.75401,0.7534791,0.7538367,0.7537994,0.7533267,0.7533811,0.7534574,0.7528302,0.7532614,
6827.700,0.7546707,0.7555912,0.7553122,0.7555946,0.7552298,0.7549965,0.754755,0.7552419,0.7546911,0.7545378,0.7539999,0.7543084,0.7549812,0.7534316,0.7545803,0.7540345,0.7536386,0.7534098,0.7530783,0.7536838,0.7528892,0.7534497,0.7529595,0.7520273,0.7531611,0.75282,0.7529295,0.7523786,0.7518983,0.7518821,0.7526942,0.7520893,0.7519359,0.7527143,0.7519382,0.7519522,0.7515504,0.7515355,0.7516193,0.7521922,0.751585,0.7517855,0.7516133,0.7518873,0.7514925,0.7512687,0.7514586,0.7511898,0.7508016,0.7508119,0.7506617,0.750763,0.7512095,0.7501904,0.7508088,0.7509709,0.7507604,0.7503698,0.7512005,0.7504911,0.7503324,0.7508171,0.7504416,0.7504337,0.7505546,0.7503262,0.7498272,0.7505518,0.7500756,0.7496739,0.750028,0.7496692,0.7493421,0.7500568,
6823.843,0.7502203,0.7511672,0.7514609,0.7516096,0.7512627,0.7508819,0.7505659,0.7509144,0.7506716,0.7509025,0.7500282,0.750586,0.751349,0.7497309,0.7512529,0.7502798,0.7500826,0.7497745,0.7503214,0.7499822,0.7494336,0.7494199,0.7494614,0.7489157,0.7501745,0.7497922,0.7492234,0.7493665,0.748526,0.7490746,0.749404,0.7490407,0.749046,0.749712,0.749132,0.7492122,0.7488775,0.7485082,0.7487713,0.7493532,0.7492744,0.7491199,0.7487552,0.7492353,0.7490014,0.7484593,0.7489695,0.748823,0.7482281,0.7486243,0.7485812,0.7482729,0.7489495,0.7481756,0.7484443,0.7488295,0.7485315,0.7481458,0.7492287,0.748198,0.7479093,0.7488066,0.7484702,0.7486624,0.7484314,0.7478874,0.7479147,0.7485023,0.7479929,0.7476743,0.7482398,0.7476021,0.7476811,0.7484389,
6819.985,0.7477326,0.7487047,0.7489563,0.749184,0.7487574,0.7485455,0.7482614,0.748376,0.7480689,0.7489573,0.7476313,0.7483907,0.748885,0.7479369,0.7491264,0.7483382,0.7480835,0.7477451,0.7487403,0.7478994,0.7478833,0.7471939,0.7475425,0.7476349,0.7486171,0.7483733,0.7477182,0.7480421,0.7470509,0.7479972,0.7476133,0.7477975,0.7478141,0.7483452,0.7479777,0.7480043,0.7480292,0.747285,0.7475598,0.7478693,0.7486166,0.7477563,0.7477683,0.7479522,0.747936,0.747161,0.7481707,0.7480155,0.7479218,0.7478528,0.7482029,0.7476731,0.7481999,0.7479237,0.7478492,0.7482465,0.7479427,0.7480882,0.7484714,0.7474276,0.7472347,0.7483028,0.7480848,0.7487088,0.7482402,0.7472517,0.7477573,0.7483187,0.7477347,0.7474585,0.7482522,0.7475976,0.7478247,0.7485796,
6816.128,0.7470454,0.7480368,0.74771,0.7482741,0.7478846,0.7479448,0.747818,0.7476751,0.7472391,0.7484538,0.7469981,0.7479874,0.7481111,0.7479867,0.7482725,0.7481314,0.7479783,0.7476557,0.7484136,0.7476336,0.7481312,0.7472665,0.747458,0.7482893,0.7484002,0.7485083,0.7483963,0.7483348,0.7475566,0.7482865,0.7476713,0.7483839,0.7482805,0.7489129,0.7488212,0.7485142,0.7488511,0.7481829,0.748228,0.7481003,0.7494228,0.7480281,0.748586,0.7483799,0.7486542,0.7480773,0.7492017,0.7489554,0.7492951,0.7487266,0.7494563,0.748825,0.7491425,0.7490903,0.7491459,0.7493804,0.7491569,0.7497162,0.7496318,0.7486393,0.7483466,0.7494819,0.7493099,0.7501321,0.7497225,0.7488718,0.7493379,0.7500901,0.7493057,0.7492737,0.750223,0.7496807,0.7497543,0.7502192,
6812.270,0.7479839,0.7487891,0.7482839,0.7489845,0.7486551,0.7488968,0.7489065,0.7487161,0.7484346,0.7493225,0.7481481,0.7491598,0.7490792,0.7494555,0.7491704,0.7494359,0.7495322,0.7495056,0.7497821,0.7493265,0.7500678,0.7494367,0.7493832,0.7502646,0.7497072,0.7504381,0.7504232,0.7504816,0.7499748,0.7500042,0.749708,0.7505776,0.7504001,0.7510136,0.7512617,0.7508076,0.7509842,0.7507347,0.750864,0.750289,0.7517601,0.7502396,0.7509978,0.7506297,0.7512841,0.7513105,0.7517194,0.751438,0.7519353,0.7514012,0.7522435,0.7514682,0.752004,0.751775,0.7520926,0.7523983,0.752152,0.7525478,0.7526389,0.7518262,0.7515512,0.7525616,0.7520238,0.7529448,0.752651,0.752393,0.7525566,0.7530807,0.752545,0.7529009,0.7539318,0.7533475,0.7535052,0.7532483,
6808.413,0.7503598,0.7510198,0.7508878,0.7514142,0.7509676,0.7511421,0.7515832,0.7515991,0.751365,0.7517883,0.7510106,0.7518973,0.7517384,0.7522661,0.752279,0.7523853,0.7523894,0.75294,0.7529655,0.7527797,0.7535651,0.7530032,0.7531732,0.7532748,0.7530053,0.7540505,0.7535557,0.7541276,0.7540293,0.7534823,0.7536187,0.7543196,0.7540309,0.7546933,0.7550145,0.7546219,0.7544294,0.754459,0.7550362,0.7544517,0.7556614,0.7546102,0.7551112,0.754806,0.7556652,0.7560578,0.7555125,0.7553845,0.7561536,0.7559791,0.7564835,0.7557233,0.7566693,0.7562291,0.7566592,0.7570634,0.7566391,0.7566962,0.7568763,0.7566736,0.7567562,0.7573462,0.7562771,0.7573021,0.7572761,0.7572697,0.7572235,0.7574407,0.757391,0.757879,0.7588779,0.7584969,0.7586181,0.7578518,
6804.555,0.7542849,0.7550755,0.7550802,0.7554141,0.7549435,0.7547408,0.755834,0.7562653,0.755693,0.7558972,0.7555384,0.7564027,0.7563143,0.7567933,0.7572398,0.7570676,0.7568045,0.7578701,0.7577744,0.7576541,0.7584971,0.7577444,0.758403,0.7578399,0.7583917,0.7591197,0.7585903,0.7591097,0.7594131,0.7589301,0.7591907,0.7595306,0.7593265,0.7601268,0.7603551,0.7599142,0.7597826,0.7596678,0.7604344,0.7603359,0.7611574,0.7608323,0.7609121,0.7609916,0.761631,0.7616283,0.7609302,0.7610241,0.761966,0.7623348,0.7621894,0.7617581,0.7626325,0.7624766,0.7628049,0.763059,0.7625148,0.7624455,0.7625543,0.7629704,0.7634294,0.7634494,0.7624022,0.7634515,0.7637224,0.763652,0.7634522,0.7638035,0.764036,0.7641887,0.765133,0.7652551,0.7648599,0.7641656,
6800.698,0.7602276,0.761123,0.7607912,0.7611481,0.7606909,0.7601296,0.7614615,0.7625367,0.7614613,0.7618293,0.7616765,0.7626464,0.7627783,0.7631031,0.7633954,0.7633408,0.7631279,0.7645094,0.7641296,0.7640363,0.764917,0.7643808,0.7649125,0.7642766,0.765327,0.7655092,0.7659075,0.7658539,0.766108,0.7661821,0.7664852,0.7664677,0.7663394,0.7670428,0.767455,0.7668691,0.7673298,0.7666984,0.7674135,0.7678174,0.7683659,0.7685432,0.7683434,0.7687144,0.769132,0.7683425,0.768418,0.7686452,0.7692079,0.770164,0.7695044,0.7695038,0.7698752,0.77025,0.7704844,0.770483,0.7701399,0.7701148,0.7702304,0.7709014,0.771466,0.7711467,0.7704456,0.7714987,0.7718711,0.7717914,0.7715769,0.7718648,0.7724581,0.77213,0.7731084,0.7734271,0.7728124,0.77229,
6796.841,0.7681052,0.768907,0.7681931,0.7689735,0.7683849,0.7678095,0.7688828,0.7703235,0.7690567,0.769745,0.7694674,0.7705402,0.7708215,0.7710143,0.7709201,0.7713255,0.7712975,0.7727517,0.7721844,0.7722501,0.7728854,0.7730604,0.7729831,0.7727581,0.7735405,0.7732617,0.7748037,0.7744142,0.7743883,0.7748373,0.7755286,0.7754008,0.7749029,0.7755004,0.7763231,0.7755643,0.7766116,0.7755955,0.776404,0.7769416,0.777235,0.777773,0.7775086,0.7777389,0.7781583,0.7770317,0.7778617,0.778363,0.7781923,0.7795299,0.7786438,0.7788218,0.7789715,0.7796268,0.7799221,0.7797979,0.7798171,0.7797942,0.7798715,0.7807021,0.7810338,0.7807238,0.7802765,0.7811942,0.7815836,0.7815844,0.7815838,0.7814596,0.7823048,0.7819283,0.7828896,0.7830818,0.7828028,0.7822949,
