;6\J6\˜;.Nº3.N2;®gÎ®g;._ø!._F ;¾'¾Z%;6€ð6€>;e2eh0;d|.dÊ,;~j†~jÔ;6oV)6oæ$;‡ð‡>;6\6'6\„%;®g`&®g®$;6€J6€˜;&€ò7&€@6;‡J‡˜;¾[æ¾[Ô;6€0	6€~;~j+~jl);¾[0=¾[~ ;eJe˜;6oì6o:;®gJ®g˜;~jà~j. ;._ö._D;6W¦,6Wô*;._J._˜;6€®36€ü1;¾[ˆ.¾[Ö,;&€œ&€ê;¾f¾´;._Î6._5;dìdÌ?;en#e¼!;¶3’¶0?;6o‚,6oÐ*;‡ø:‡F9;
430,000;0,07221508;0,0748353;0,07089424;0,07224989;0,07312059;0,07325077;0,0712347;0,0726881;0,07129908;0,07555294;0,07395315;0,07389402;0,0721283;0,07264376;0,07117414;0,07148218;0,07349253;0,07546139;0,07223225;0,07250595;0,07295179;0,0726037;0,07429886;0,07438564;0,07182503;0,0748148;0,07434607;0,0726881;0,07373476;0,07351351;0,07175684;0,07116222;0,07591438;0,07255459;0,07142782;0,07187605;0,0766058;
431,000;0,07196999;0,06909227;0,07140112;0,0675025;0,07025194;0,06806135;0,07084513;0,07172871;0,06809092;0,07028294;0,06829166;0,07035971;0,07209969;0,06676531;0,06652069;0,06887197;0,07125711;0,06877232;0,0683465;0,06887484;0,06762934;0,06753588;0,06824017;0,06759357;0,06902409;0,07053089;0,07004166;0,07039738;0,07136106;0,07031965;0,06807613;0,06897497;0,07138348;0,07101345;0,0678525;0,06717968;0,06880331;
432,000;0,06791687;0,07108831;0,06894779;0,07053757;0,07083654;0,07152653;0,07126522;0,07086277;0,06906509;0,07411814;0,07387924;0,0681591;0,07298803;0,06822252;0,06721783;0,07216311;0,06701183;0,07059622;0,07605314;0,07204962;0,07057571;0,07054615;0,06785345;0,06842709;0,07070684;0,06638908;0,06899023;0,07047606;0,06734514;0,06893396;0,07007694;0,0687418;0,07170582;0,07074213;0,06744242;0,06899357;0,07036829;
433,000;0,07464314;0,07844925;0,07401991;0,07310629;0,07577944;0,07199335;0,06868744;0,07154703;0,07484341;0,07267952;0,07599449;0,07492542;0,07301712;0,07160854;0,07426977;0,07254553;0,07115793;0,07630634;0,07679224;0,0764904;0,07472849;0,07172346;0,07367182;0,07447672;0,07706118;0,07536364;0,07181883;0,07285166;0,071311;0,07529449;0,07610798;0,07301474;0,07435703;0,07554913;0,07359982;0,07438469;0,07504416;
434,000;0,07095337;0,06795835;0,07120991;0,06957626;0,06722546;0,06644726;0,0678134;0,07071066;0,0692997;0,06944799;0,06528234;0,06859064;0,06909418;0,06733608;0,06826305;0,07132483;0,07003975;0,06897068;0,07029009;0,06815338;0,06653881;0,06968117;0,0691452;0,06949091;0,06582355;0,06637239;0,06890726;0,06616402;0,07093477;0,06907701;0,0713563;0,06884289;0,06764746;0,06848478;0,06850243;0,07051945;0,07008839;
435,000;0,07382774;0,07153034;0,06910849;0,07252026;0,07350111;0,07376242;0,07075119;0,07607317;0,06918335;0,070086;0,07366514;0,07100868;0,07266092;0,07048655;0,07144642;0,07333708;0,06846952;0,0693717;0,07255268;0,07203817;0,07226515;0,07624865;0,06825876;0,07457352;0,06852436;0,07091045;0,07191563;0,07423019;0,07172155;0,07338667;0,07210016;0,07085085;0,07187271;0,0710268;0,07004356;0,07063484;0,06900501;
436,000;0,07103729;0,07326508;0,0694232;0,0753808;0,07320642;0,07596684;0,06938696;0,0717411;0,07286882;0,07176113;0,07255697;0,07133389;0,07145786;0,06986284;0,07650042;0,07174587;0,07278347;0,07183218;0,07366705;0,07150364;0,06860352;0,07178783;0,07216978;0,07089901;0,07019377;0,07367039;0,07004929;0,06957293;0,07201242;0,07043743;0,06864548;0,06781816;0,07299948;0,07196474;0,07252312;0,07383204;0,06791162;
437,000;0,06816626;0,06636;0,06578445;0,06342268;0,0616107;0,06313705;0,05963516;0,06474066;0,0642004;0,06392956;0,0670929;0,06379032;0,06281185;0,06506062;0,06450796;0,05867195;0,06305408;0,06413412;0,06093645;0,06379223;0,06243372;0,06377125;0,06051016;0,06176567;0,06268263;0,06330252;0,06402922;0,06656599;0,06512833;0,06496572;0,06731701;0,06565714;0,05953074;0,06713533;0,07024765;0,06536961;0,06139612;
438,000;0,06856155;0,06742048;0,07183695;0,06929159;0,0745492;0,07148933;0,06937885;0,07166529;0,07043362;0,0726366;0,06956625;0,07160997;0,07052612;0,06742764;0,06936502;0,07232714;0,07159567;0,06944847;0,07142591;0,07247925;0,07061863;0,07058764;0,07590246;0,06838846;0,07156849;0,06717825;0,06735325;0,07182074;0,06949234;0,06835079;0,0642314;0,07065153;0,07463217;0,06965542;0,07191706;0,06948233;0,07359219;
439,000;0,06905127;0,06797409;0,06368971;0,07117987;0,07213688;0,06676102;0,06578398;0,06683016;0,07007504;0,06901979;0,06902599;0,06682634;0,06574774;0,06800222;0,06899261;0,07108784;0,06579399;0,06794071;0,0678792;0,07214546;0,06582546;0,06576395;0,06254673;0,06689453;0,06681156;0,07004499;0,069067;0,06578302;0,06793594;0,0700326;0,07121086;0,06794691;0,06676102;0,06581736;0,06582975;0,06795359;0,06890059;
440,000;0,06705904;0,06601429;0,06883335;0,06795168;0,06493187;0,0610528;0,0651865;0,06527042;0,06851006;0,0705328;0,06724119;0,06391716;0,06313276;0,0681529;0,0649128;0,06613302;0,06736517;0,0660677;0,06523514;0,06270313;0,06842136;0,064219;0,06655741;0,06725979;0,06415653;0,0616231;0,06946945;0,06517696;0,06623268;0,06181049;0,06480885;0,06726122;0,06420469;0,06630993;0,06848192;0,06857586;0,06305361;
441,000;0,07046175;0,07208347;0,07506371;0,06971884;0,07293987;0,07641411;0,07153463;0,07502508;0,0764432;0,0735569;0,07366848;0,07128525;0,07400465;0,07065535;0,072227;0,07367134;0,07280588;0,07196045;0,07351017;0,07345295;0,07133961;0,07378435;0,07258606;0,07288313;0,07396173;0,0724287;0,07292271;0,07018948;0,07368517;0,07406616;0,07156754;0,07405329;0,07256413;0,07387686;0,07231188;0,07514811;0,07372284;
442,000;0,06879377;0,07017851;0,06800318;0,06909323;0,06657696;0,06918955;0,06695986;0,06972694;0,06801081;0,06874657;0,06974936;0,07017851;0,06944084;0,0670495;0,06993771;0,06713009;0,06884289;0,06753874;0,06492281;0,07129145;0,06649256;0,0669117;0,06681204;0,07029009;0,06764412;0,07053995;0,06487846;0,06436014;0,0683794;0,06857443;0,06597042;0,07068014;0,0669198;0,07032013;0,06788874;0,06488228;0,06646585;
443,000;0,06833029;0,06422281;0,06813097;0,06607342;0,06484175;0,06452131;0,06879187;0,0667696;0,06598186;0,06478643;0,06679821;0,06641102;0,0678525;0,06409454;0,06526232;0,06350517;0,0644455;0,0632515;0,06411552;0,06754351;0,06589746;0,06645918;0,06408024;0,06715393;0,06517839;0,06744337;0,06628227;0,06754255;0,06542444;0,06758976;0,06736469;0,06520748;0,07021904;0,06829023;0,0683732;0,0656805;0,06597662;
444,000;0,06929255;0,07189846;0,0690589;0,07160187;0,0755477;0,07363033;0,07247543;0,07467031;0,07122564;0,07217169;0,07011509;0,07369709;0,07148838;0,07228947;0,07105303;0,06908703;0,07167244;0,07427073;0,06955051;0,07171011;0,07222939;0,07373524;0,07275391;0,07210398;0,07545424;0,07266998;0,06932449;0,06957245;0,06929827;0,07121181;0,07165623;0,07315445;0,07408714;0,07295322;0,07185555;0,07478666;0,07212639;
445,000;0,0697279;0,06783295;0,06737518;0,06768942;0,06269979;0,06576061;0,06462812;0,06435394;0,06353951;0,06281233;0,06831837;0,06564713;0,06507826;0,0651226;0,06429338;0,06677341;0,06411123;0,06479168;0,06324959;0,06433678;0,06397581;0,06410503;0,06275749;0,06400251;0,06651354;0,06698561;0,06364584;0,06302595;0,06586456;0,06500959;0,06677866;0,06519842;0,06602812;0,06540632;0,06660938;0,06415033;0,06644011;
446,000;0,06692696;0,06533909;0,06728792;0,06066322;0,06420374;0,0637331;0,06495428;0,06343985;0,06361961;0,064538;0,0665226;0,06638861;0,0674386;0,06519175;0,06674433;0,06718874;0,06508636;0,06408405;0,06550407;0,06512308;0,0653863;0,06632566;0,06523085;0,06554747;0,06516933;0,06240988;0,06563044;0,0678544;0,06801128;0,06313515;0,06538391;0,06320715;0,06631136;0,06453466;0,06504154;0,06422329;0,06263208;
447,000;0,06791544;0,06983328;0,06490898;0,06768274;0,06957674;0,07010794;0,06580734;0,06929302;0,06831312;0,0683856;0,07068539;0,07028341;0,07176304;0,06782866;0,06994009;0,06856489;0,06804705;0,06613111;0,06777143;0,07033014;0,06685591;0,06558323;0,06772947;0,06924009;0,06903839;0,06932306;0,06563568;0,06804943;0,07167578;0,07006931;0,07174349;0,07011986;0,06840706;0,07049799;0,06781292;0,06865263;0,06818962;
448,000;0,0689292;0,06354713;0,06606007;0,0663867;0,06228971;0,06433535;0,06383514;0,06499434;0,06225061;0,06103182;0,0653615;0,06378698;0,06555653;0,06428337;0,06164026;0,06463718;0,06223154;0,06688643;0,06418562;0,06092405;0,06485081;0,06319237;0,06341791;0,06657171;0,06464291;0,06295252;0,06367922;0,06252718;0,06552029;0,06484795;0,06527424;0,06501722;0,0674696;0,0653019;0,06510735;0,06383038;0,0645752;
449,000;0,07160521;0,0696106;0,07258272;0,06703901;0,07362223;0,07180309;0,06929207;0,06972313;0,07160139;0,06918335;0,06975269;0,07126188;0,07186747;0,07112837;0,07100296;0,06993723;0,06704569;0,07371998;0,07185602;0,07137394;0,07132816;0,07098246;0,07079649;0,06933022;0,07290173;0,07191992;0,07272863;0,07133722;0,07210302;0,06878138;0,07107353;0,07154369;0,07330751;0,06862497;0,0744915;0,07455349;0,0698185;
450,000;0,07092476;0,07027626;0,06473017;0,07173395;0,07218838;0,07108831;0,0654707;0,07156372;0,06980133;0,07129288;0,07084322;0,07036972;0,07156849;0,07043409;0,06976795;0,06914997;0,07159996;0,07127857;0,07133865;0,07313395;0,06853867;0,06938887;0,07031059;0,0688653;0,07074308;0,0704565;0,07157707;0,06973457;0,06996918;0,06929684;0,07152796;0,07265997;0,07195807;0,0714736;0,072402;0,07190704;0,07148457;
451,000;0,06965446;0,06150103;0,06848431;0,06886482;0,05984879;0,06306458;0,06502867;0,06471252;0,06285572;0,06441164;0,06354856;0,06571388;0,06845379;0,0651207;0,06738567;0,06595993;0,06722689;0,06214762;0,06724834;0,06463194;0,0651722;0,06601954;0,06613922;0,06529808;0,06401968;0,06418562;0,06682825;0,06623936;0,06707335;0,0657649;0,06665516;0,0706625;0,06727028;0,06670761;0,06626272;0,06627083;0,0653944;
452,000;0,0723896;0,06899023;0,06716442;0,06576538;0,07135248;0,06968451;0,07148409;0,06976366;0,06920862;0,0689683;0,06952286;0,07149458;0,06957102;0,0690217;0,07019043;0,07141352;0,06791735;0,07200098;0,06916523;0,06785154;0,06809568;0,07049036;0,07206583;0,06998587;0,06992865;0,06579685;0,06738377;0,06895685;0,06927252;0,06518269;0,06599283;0,06877565;0,07065964;0,06900549;0,06799078;0,06827068;0,07195902;
453,000;0,07136917;0,07168674;0,06633854;0,07214642;0,06754208;0,06926537;0,06731844;0,068367;0,0639205;0,06710434;0,06947517;0,06618547;0,06797743;0,06833315;0,06362581;0,06629801;0,06925058;0,06407928;0,07034636;0,06807661;0,06806326;0,06599855;0,06960392;0,06838655;0,06822443;0,06914473;0,06655407;0,07127523;0,07010984;0,06661749;0,07006502;0,0689435;0,06584167;0,07010746;0,07033587;0,06797647;0,06854153;
454,000;0,06699705;0,06351089;0,06689882;0,06365204;0,06445503;0,06572104;0,06233597;0,06239796;0,06335688;0,06347752;0,06343985;0,06343079;0,06465673;0,0612421;0,06559944;0,06227732;0,0603385;0,06564379;0,06244469;0,06351233;0,06347656;0,06456137;0,06241512;0,06232309;0,06357241;0,06023502;0,06587934;0,06473589;0,06476974;0,06354237;0,06244612;0,06361628;0,0667882;0,06584978;0,06134081;0,0635581;0,06240702;
455,000;0,06845045;0,07293987;0,06829977;0,06957817;0,07393885;0,07051182;0,06949997;0,06843519;0,0706172;0,0695529;0,07286072;0,06950951;0,06841326;0,07069683;0,07172728;0,07060289;0,06418562;0,06841183;0,06955957;0,06955767;0,07060862;0,069489;0,06844139;0,07176161;0,06742716;0,06973743;0,06282997;0,06839132;0,06622696;0,06969786;0,0707078;0,06738329;0,07177782;0,06724167;0,06961155;0,06731176;0,06731939;
456,000;0,06767416;0,06619215;0,06484842;0,06546974;0,06392908;0,0621829;0,0647521;0,06444645;0,06404209;0,06531191;0,06403112;0,06424189;0,06413221;0,06402349;0,0663085;0,06318665;0,06671286;0,06640148;0,06430721;0,06535864;0,06303215;0,06420851;0,06442165;0,06565046;0,06898975;0,06864309;0,06391287;0,06463385;0,0657382;0,06955433;0,06527662;0,06815434;0,06849623;0,06343365;0,06547165;0,06304646;0,06318092;
457,000;0,06156063;0,06197405;0,06707335;0,06247997;0,06392813;0,06585264;0,0684967;0,0641284;0,0627861;0,06366444;0,06351423;0,06354141;0,06308699;0,06426382;0,06376457;0,06441593;0,06340408;0,06278706;0,06454325;0,06502151;0,06383801;0,0622015;0,06596375;0,06888628;0,06366539;0,06300688;0,06641245;0,06643724;0,06557226;0,06133556;0,06493664;0,06694794;0,06392336;0,06607437;0,06566477;0,06335926;0,062356;
458,000;0,06590891;0,06859159;0,06376219;0,06599379;0,07031584;0,06979704;0,06752968;0,06671906;0,06865025;0,06878424;0,06684923;0,06814384;0,07231045;0,07378817;0,06977654;0,06596756;0,06899977;0,07094908;0,06643009;0,07263565;0,06907749;0,06798363;0,0697813;0,07071638;0,06879473;0,06896544;0,06711674;0,06720448;0,06913853;0,07188797;0,07137823;0,06645775;0,07344627;0,07135487;0,06918097;0,07124758;0,0674324;
459,000;0,06425953;0,06404877;0,06476068;0,06672955;0,06004333;0,06287241;0,06554127;0,06310797;0,06024027;0,06126833;0,06130981;0,06389618;0,06028652;0,0633297;0,06111097;0,06030512;0,06050348;0,06065893;0,05866003;0,06399488;0,06148529;0,06476593;0,06173849;0,06588125;0,06666756;0,06247616;0,06463718;0,06421041;0,06258774;0,06120348;0,06122971;0,0632;0,06361675;0,06483412;0,06446266;0,05927038;0,06324148;
460,000;0,06446075;0,06086397;0,06665087;0,06092262;0,06423712;0,06186008;0,06427336;0,06278753;0,0672493;0,06647968;0,06781626;0,06774712;0,06394577;0,06376505;0,06661987;0,06380272;0,06293249;0,06555462;0,06509733;0,06620455;0,06492376;0,06514978;0,06583834;0,0626564;0,06425762;0,0618329;0,06458807;0,06679678;0,06411314;0,0664463;0,06463575;0,06530094;0,06765795;0,06532717;0,0665288;0,07093334;0,06660414;
461,000;0,06406975;0,06743383;0,06224823;0,06903791;0,06690454;0,06948185;0,06283617;0,06688404;0,06668901;0,06366158;0,06893921;0,06670761;0,06665421;0,06651354;0,0662179;0,06679392;0,06657743;0,0646801;0,0658536;0,06812906;0,06295872;0,06341887;0,06542015;0,06696653;0,06691265;0,06799984;0,06154299;0,06568146;0,06626129;0,06648731;0,06844711;0,0702796;0,06656408;0,06702471;0,0683136;0,06978178;0,06747532;
462,000;0,06156969;0,05946398;0,06118059;0,06184387;0,05738211;0,06000137;0,05840206;0,06425095;0,06163216;0,05885696;0,0653224;0,06060553;0,06111908;0,06167173;0,06052876;0,06049252;0,06414795;0,05783749;0,06063509;0,06336117;0,06037045;0,06165743;0,06175089;0,06698322;0,06057978;0,0591588;0,06256151;0,06046104;0,06550694;0,05861521;0,06352997;0,06150961;0,06205606;0,06419945;0,06423044;0,06311703;0,06205416;
463,000;0,06236601;0,06210279;0,06199455;0,05646896;0,06103563;0,06162691;0,0679574;0,06658649;0,06389189;0,06486082;0,0633173;0,06129646;0,06220102;0,06384277;0,06617022;0,06134415;0,06336832;0,0610075;0,06562138;0,06600761;0,0655756;0,06672716;0,06456423;0,06458807;0,0606761;0,06328201;0,06388855;0,06695557;0,06476593;0,06743145;0,06457281;0,06548023;0,06183004;0,06271791;0,06147099;0,06578064;0,06537676;
464,000;0,06322002;0,06848717;0,06109238;0,06589413;0,06693363;0,07051849;0,06720877;0,06816101;0,06411648;0,06666517;0,06667519;0,06718874;0,06483507;0,0686574;0,06700993;0,06605625;0,06900787;0,06740856;0,06435776;0,06794548;0,06411552;0,06500769;0,0689826;0,06667328;0,0647192;0,06758356;0,06667137;0,06629515;0,06782198;0,06533766;0,06617165;0,06933975;0,0661521;0,06786585;0,06617498;0,06501389;0,0692625;
465,000;0,06168461;0,06206894;0,06134272;0,06546068;0,06070328;0,06043148;0,05975723;0,06295776;0,06243896;0,06384373;0,05987692;0,0621624;0,06228971;0,05884218;0,06321669;0,06087542;0,0628829;0,06079769;0,06302881;0,05987978;0,06050348;0,05805254;0,06173086;0,06243038;0,06193066;0,06433535;0,06310654;0,06251192;0,06461525;0,06399393;0,06026793;0,0610342;0,06515884;0,06161785;0,06389332;0,05909634;0,06170034;
466,000;0,06562519;0,06429386;0,06876421;0,06014299;0,06377888;0,0633235;0,06534004;0,06458807;0,06501532;0,06558657;0,06473684;0,06756115;0,06635332;0,06308508;0,06536198;0,06611824;0,06751966;0,06498575;0,06644201;0,06527519;0,06650829;0,07028723;0,06937122;0,0642333;0,06628036;0,06641817;0,06546068;0,06518078;0,0690012;0,06785679;0,06458616;0,06473207;0,06946659;0,06822824;0,06339216;0,06871462;0,06607628;
467,000;0,06534243;0,06357288;0,05931664;0,06811619;0,06209803;0,07028723;0,06285381;0,0628252;0,06374216;0,06763792;0,06788635;0,06335688;0,06527662;0,06475115;0,06355095;0,062819;0,06367922;0,06400681;0,0627079;0,06684017;0,06319809;0,06141186;0,06161118;0,06292343;0,06238937;0,06401825;0,06377554;0,06315184;0,06380749;0,06146955;0,06489849;0,06535387;0,06199312;0,063375;0,06682205;0,06003666;0,06517553;
468,000;0,06617403;0,06120968;0,06382084;0,06316233;0,05524206;0,05571699;0,05973721;0,05756521;0,05871725;0,05563498;0,05798149;0,05847263;0,0605669;0,06242466;0,06067801;0,06131315;0,06564236;0,05984497;0,05960512;0,05667543;0,05836821;0,06182623;0,05826664;0,05744219;0,05682755;0,05747652;0,06184959;0,06438398;0,0655551;0,06187868;0,06230211;0,05772209;0,06091499;0,05995512;0,05941391;0,06043577;0,06101513;
469,000;0,0653286;0,06751156;0,06802702;0,06756592;0,066185;0,07127047;0,06881332;0,06752825;0,06889582;0,06994772;0,06757593;0,0688982;0,07532072;0,06650352;0,07282305;0,06263781;0,06782341;0,0688529;0,0701766;0,06869841;0,07021236;0,06523418;0,06757259;0,06880236;0,07503033;0,07008886;0,07274342;0,07140446;0,06793594;0,0689497;0,06888056;0,06873274;0,06628466;0,06502819;0,0673666;0,06768847;0,07012606;
470,000;0,06757641;0,07158089;0,06351471;0,06884336;0,0675025;0,06336784;0,06880188;0,06608391;0,06476021;0,06608868;0,06479406;0,06613922;0,06605673;0,06620169;0,06475115;0,06752586;0,06889582;0,06745863;0,06467915;0,06745386;0,064785;0,06751633;0,06885767;0,06608009;0,07147741;0,0661149;0,06882095;0,07147121;0,0662117;0,06885147;0,07022381;0,06884909;0,07015705;0,07024431;0,07155991;0,06888008;0,06882524;
471,000;0,06842709;0,06541395;0,07024717;0,06587791;0,06733751;0,06317663;0,06469107;0,06191063;0,06463861;0,0677228;0,06579685;0,06727409;0,06589127;0,07017469;0,0691371;0,06473589;0,06680202;0,06453896;0,06108999;0,06604385;0,06890917;0,06613064;0,06717825;0,06504536;0,06721592;0,06738663;0,06859541;0,06362724;0,06991386;0,06722212;0,06850052;0,06860828;0,06203651;0,06716299;0,06562901;0,06856537;0,06733608;
472,000;0,06437016;0,06204367;0,06443882;0,06560421;0,06710529;0,06089926;0,06692553;0,0631156;0,06280947;0,06919479;0,05981493;0,06214142;0,06130219;0,06798887;0,06910419;0,06635571;0,06040812;0,06453753;0,06837177;0,06511736;0,06654263;0,06802368;0,06371117;0,06940317;0,06736994;0,06555748;0,0655098;0,0724082;0,06390095;0,065516;0,06315851;0,06505823;0,06848574;0,06505203;0,06449318;0,06519222;0,06894255;
473,000;0,06548309;0,06620455;0,06194639;0,06489182;0,06503677;0,06566286;0,0630064;0,06178331;0,06195021;0,06507397;0,061759;0,06006718;0,06261158;0,06344318;0,06469679;0,06172562;0,06502342;0,06644964;0,06342316;0,06066704;0,06479692;0,06323528;0,06098652;0,0630517;0,06834412;0,06628513;0,06616735;0,06420469;0,06496811;0,06692314;0,05910683;0,06431818;0,06299496;0,06308031;0,06436253;0,06362772;0,0687542;
474,000;0,06090212;0,06329346;0,0686388;0,06468439;0,06146765;0,06153202;0,06763935;0,06507778;0,06466055;0,06685543;0,06678295;0,06329918;0,06215429;0,06101418;0,06649256;0,06802034;0,06465673;0,06559849;0,06684303;0,06411791;0,06750107;0,06594229;0,06342745;0,06337881;0,06613541;0,06353951;0,06685257;0,06901836;0,06578064;0,06795883;0,06446314;0,06488085;0,06652355;0,06784916;0,06291056;0,06846285;0,06402922;
475,000;0,06581211;0,0667696;0,06509304;0,06648254;0,06635094;0,06495714;0,06704664;0,06980801;0,06888533;0,06090069;0,06592369;0,06550598;0,06381083;0,06421614;0,06609249;0,06572914;0,06613588;0,06620407;0,06519842;0,06691742;0,06633806;0,0642128;0,06732512;0,06349516;0,06517744;0,06570768;0,06568909;0,06510878;0,06931162;0,06503773;0,06591749;0,06576252;0,07038498;0,06545925;0,06762695;0,07100487;0,06766176;
476,000;0,0682621;0,06655264;0,06711674;0,06671143;0,06664133;0,06379032;0,06003857;0,0646348;0,0645299;0,0667367;0,06275034;0,06570959;0,06884384;0,06434727;0,06561184;0,066082;0,06522417;0,06763601;0,06654549;0,06476212;0,06372261;0,06548834;0,06828022;0,06608391;0,06763697;0,06856203;0,06583691;0,06538916;0,06663752;0,06830883;0,0693922;0,07035398;0,06908751;0,06767988;0,06746864;0,06784534;0,06846189;
477,000;0,06387472;0,06037378;0,06713867;0,05985737;0,06303596;0,06498671;0,0640707;0,06499386;0,06631279;0,06819582;0,06415129;0,06410122;0,06565619;0,0656352;0,06438255;0,06618118;0,06425285;0,06324339;0,06710911;0,06705427;0,06752205;0,06771708;0,06630611;0,0639205;0,06923485;0,06460428;0,06561375;0,06671572;0,06179237;0,06369543;0,06578016;0,06386995;0,06835079;0,06601095;0,06658363;0,06867599;0,06818676;
478,000;0,06830502;0,06579304;0,06065035;0,06407928;0,06517744;0,06671476;0,06608582;0,06594706;0,06386232;0,06443787;0,06295252;0,06525517;0,06736612;0,06705523;0,06856537;0,06754494;0,06458282;0,06802034;0,06640816;0,06894302;0,06712151;0,06407738;0,06443071;0,06580448;0,06760979;0,06935549;0,0660491;0,06450367;0,06779194;0,06451893;0,06608391;0,06698942;0,0669713;0,07146692;0,06891203;0,0662055;0,06801271;
479,000;0,06266022;0,05595207;0,06213617;0,0615592;0,061028;0,05921412;0,05990219;0,0591712;0,06371927;0,06396246;0,06249857;0,06380892;0,06655788;0,06263351;0,06515026;0,06318808;0,06434202;0,06511736;0,06394053;0,06400776;0,06385946;0,06703138;0,06040382;0,06625366;0,06494045;0,06430149;0,06920433;0,06186199;0,06336594;0,06508684;0,06291437;0,06992626;0,06352997;0,06867027;0,06484652;0,06288624;0,06382227;
